sample,SMILES_string,Number of molecules,# O atoms,# Cl atoms,# S atoms,# P atoms,# Br atoms,# I atoms,DK hit?,HG hit?,Use
842,['OCc1cc(ccc1N2CCOCC2)C(F)(F)F'],1,2,0,0,0,0,0,0,1,0
843,['Oc1ccccc1c2ccccc2O'],1,2,0,0,0,0,0,0,0,0
844,['N#Cc1ccc2OCOc2c1'],1,2,0,0,0,0,0,0,0,0
845,['CS(=O)(=O)Nc1ccc(Cl)cc1'],1,2,1,1,0,0,0,1,0,1
846,['CC(=O)c1ccc(N)cc1O'],1,2,0,0,0,0,0,1,0,0
847,['CS(=O)(=O)NCc1ccc(Cl)cc1'],1,2,1,1,0,0,0,1,1,1
848,['O=C(Oc1ccccc1)c2cccs2'],1,2,0,1,0,0,0,0,0,0
849,['C(N1CCOCC1)c2csc3ccccc23'],1,1,0,1,0,0,0,0,0,0
850,['Cl.CC1CN(Cc2cc(C)c(O)c(C)c2)CC(C)O1'],1,2,1,0,0,0,0,0,0,0
851,['O=C(NC1=NCCS1)c2cccs2'],1,1,0,2,0,0,0,0,0,0
852,['Cc1nsc(n1)c2ccccc2'],1,0,0,1,0,0,0,0,0,0
853,['CNCc1csc(n1)c2cccc(Cl)c2'],1,0,1,1,0,0,0,0,0,0
854,['CN(C)C(=O)Nc1cccc(Cl)c1Cl'],1,1,2,0,0,0,0,0,0,0
855,['N#Cc1ccc(nc1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
856,['COc1ccc(N)cc1Cl'],1,1,1,0,0,0,0,0,0,0
857,['OCc1ccc(cc1)N2CCOCC2'],1,2,0,0,0,0,0,0,0,0
858,['OC(=O)CC1CCCCC1'],1,2,0,0,0,0,0,0,0,0
859,['Clc1cccnc1N2CCOCC2'],1,1,1,0,0,0,0,0,0,0
860,['NC(=O)c1ccccc1F'],1,1,0,0,0,0,0,0,0,0
861,['CNCc1cccc(c1)c2cccnc2'],1,0,0,0,0,0,0,0,0,0
862,['Cc1ccc(C(=O)N)c(Cl)n1'],1,1,1,0,0,0,0,0,0,0
863,['Cc1oc(c2ccccc2)c(c1)C(=O)O'],1,3,0,0,0,0,0,0,0,0
864,['CCCOc1ccc(cc1)C#N'],1,1,0,0,0,0,0,0,0,0
865,['NCc1onc(n1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
866,['CNc1nnc(s1)C(F)(F)F'],1,0,0,1,0,0,0,0,0,0
867,['O=C(Nc1ccncc1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
868,['COc1ccc(NCc2ccccn2)cc1'],1,1,0,0,0,0,0,0,0,0
869,['C[C@H](NCCO)c1ccccc1'],1,1,0,0,0,0,0,0,0,0
870,['COc1ccc2C(=O)CCCc2c1'],1,2,0,0,0,0,0,0,0,0
871,['Nc1ccccc1N2CCCCC2'],1,0,0,0,0,0,0,0,0,0
872,['CC(=O)Nc1cccnc1'],1,1,0,0,0,0,0,0,0,0
873,['COc1ccc(N)cc1'],1,1,0,0,0,0,0,0,0,0
874,['CC(=O)N1CCN(CC1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
875,['Clc1ccc(cc1Cl)C(=O)NCCc2ccncc2'],1,1,2,0,0,0,0,0,0,0
876,['NC(=O)c1ccccc1N2CCCCC2'],1,1,0,0,0,0,0,0,1,0
877,['Nc1cc(n[nH]1)c2ccc(Cl)cc2'],1,0,1,0,0,0,0,1,0,1
878,['COc1ccsc1C(=O)N'],1,2,0,1,0,0,0,0,0,0
879,['OC(=O)C1CN(C1)C(c2ccccc2)c3ccccc3'],1,2,0,0,0,0,0,0,0,0
880,['Br.Cc1nc(cs1)c2ccccc2'],1,0,0,1,0,0,0,0,0,0
881,['OC(=O)c1ccc(nc1)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
882,['OCc1ccccc1c2ccccc2'],1,1,0,0,0,0,0,0,0,0
883,['COc1ccc(cc1)C(=O)N'],1,2,0,0,0,0,0,0,0,0
884,['OC(=O)COc1cccc(Cl)c1'],1,3,1,0,0,0,0,1,0,1
885,['CCOC(=O)c1ccc(N)cc1'],1,2,0,0,0,0,0,0,0,0
886,['CN1CCCC1CCO'],1,1,0,0,0,0,0,0,0,0
887,['COc1ccc(Cl)cc1C#N'],1,1,1,0,0,0,0,0,0,0
888,['CNCc1ccncc1'],1,0,0,0,0,0,0,0,0,0
889,['Clc1cccc(c1)C(=O)NCc2ccccn2'],1,1,1,0,0,0,0,0,0,0
890,['Nc1cccc(c1)c2cccnc2'],1,0,0,0,0,0,0,0,0,0
891,['CS(=O)(=O)N1CCCc2ccccc12'],1,2,0,1,0,0,0,0,1,0
892,['OC(=O)c1ccc2OCCc2c1'],1,3,0,0,0,0,0,0,0,0
893,['NC(=O)c1ccc(Cl)c(Cl)c1'],1,1,2,0,0,0,0,0,0,0
894,['COc1ccc(Cl)cc1NC(=O)C'],1,2,1,0,0,0,0,0,0,0
895,['Cc1cccc(C(=O)N)c1C'],1,1,0,0,0,0,0,0,0,0
896,['Fc1cc(F)cc(CC(=O)NCc2occc2)c1'],1,2,0,0,0,0,0,0,0,0
897,['CCN(CC)c1cccc(NC(=O)C)c1'],1,1,0,0,0,0,0,0,0,0
898,['COc1cscc1C(=O)O'],1,3,0,1,0,0,0,0,0,0
899,['Cc1nc(cs1)c2ccccc2C#N'],1,0,0,1,0,0,0,0,0,0
900,['COCc1nc2ccccc2n1C'],1,1,0,0,0,0,0,0,0,0
901,['CN(C)CCCOc1ccccc1CN'],1,1,0,0,0,0,0,0,0,0
902,['OCc1onc(c1)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
903,['CNCc1ccc2OCCCc2c1'],1,1,0,0,0,0,0,0,0,0
904,['c1ccc(cc1)c2c[nH]cn2'],1,0,0,0,0,0,0,0,0,0
905,['CC(=O)Nc1cc(C)ccc1O'],1,2,0,0,0,0,0,0,0,0
906,['NC(=O)c1ccnc(Cl)c1'],1,1,1,0,0,0,0,0,0,0
907,['OC(=O)c1cccc2CCCOc12'],1,3,0,0,0,0,0,0,0,0
908,['CNCc1ccc2N(C)CCOc2c1'],1,1,0,0,0,0,0,0,0,0
909,['CCc1ccccc1C(=O)O'],1,2,0,0,0,0,0,0,0,0
910,['Cc1ccc(c(c1)OC(=O)c2ccncc2)C'],1,2,0,0,0,0,0,0,0,0
911,['c1cc(oc1)C(=O)N2CCN(CC2)C(=O)C3CC3'],1,3,0,0,0,0,0,1,0,0
912,['c1ccc(c(c1)C[NH+]2CCOCC2)O'],1,2,0,0,0,0,0,0,1,0
913,['CC(C)c1ccc(cc1)C(=O)Nc2ccccn2'],1,1,0,0,0,0,0,0,0,0
914,['CSc1nnc(s1)NC(=O)c2ccco2'],1,2,0,2,0,0,0,1,0,1
915,['c1cnc(nc1)N2CCC(CC2)CO'],1,1,0,0,0,0,0,0,0,0
916,['Cc1ccccc1OCC(=O)Nc2ccccc2'],1,2,0,0,0,0,0,0,0,0
917,['Cc1ccc(cc1)Nc2c3cn[nH]c3ncn2'],1,0,0,0,0,0,0,0,0,0
918,['c1cc(cc(c1)Cl)NC(=O)C(F)(F)F'],1,1,1,0,0,0,0,0,0,0
919,['c1cc(c(nc1)Cl)C(=O)Nc2nc[nH]n2'],1,1,1,0,0,0,0,0,0,0
920,['CCNc1cc(NC(=O)C)ccc1C'],1,1,0,0,0,0,0,0,0,0
921,['CCNc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,1,0
922,['CC1(C)Cc2cccc(C(=O)O)c2O1'],1,3,0,0,0,0,0,0,0,0
923,['OC1CCN(Cc2ccccc2)CC1'],1,1,0,0,0,0,0,0,0,0
924,['NC(=O)c1ccccc1F'],1,1,0,0,0,0,0,0,0,0
925,['OCc1ccccc1c2ccccc2'],1,1,0,0,0,0,0,0,0,0
926,['CN1CCCC1CCO'],1,1,0,0,0,0,0,0,0,0
927,['CC(=O)Nc1cc(C)ccc1O'],1,2,0,0,0,0,0,0,0,0
928,['c1ccc(cc1)c2ccncc2'],1,0,0,0,0,0,0,0,0,0
929,['CC(C)(C)C(=O)N(Cc1cccnc1)Cc2cccs2'],1,1,0,1,0,0,0,0,0,0
930,['NCc1cccc(c1)N2CCCC2'],1,0,0,0,0,0,0,0,0,0
931,['N#Cc1cccc2OCCOc12'],1,2,0,0,0,0,0,0,0,0
932,['Cl.Cc1ccncc1C(=O)O'],1,2,1,0,0,0,0,0,0,0
933,['Cc1nc(cs1)c2cccc(F)c2'],1,0,0,1,0,0,0,0,0,0
934,['CC(=O)Nc1ccc(F)cc1F'],1,1,0,0,0,0,0,0,0,0
935,['OC(=O)c1cccc(c1)c2occc2'],1,3,0,0,0,0,0,0,1,0
936,['COc1ccc(NC(=O)C)cc1'],1,2,0,0,0,0,0,0,0,0
937,['OC(=O)CCNc1ccc(Cl)cc1'],1,2,1,0,0,0,0,0,0,0
938,['Cl.Nc1cccc(Cl)c1'],1,0,2,0,0,0,0,0,0,0
939,['Cc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
940,['NNc1ccc(cc1)C(F)(F)F'],1,0,0,0,0,0,0,0,0,0
941,['CC1(CCCCC1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
942,['COC(=O)c1ccc(cc1)C#CC(C)(C)O'],1,3,0,0,0,0,0,0,0,0
943,['Nc1cnccn1'],1,0,0,0,0,0,0,0,0,0
944,['N#CCCNc1ccccc1'],1,0,0,0,0,0,0,0,0,0
945,['OC(=O)CC1NCCc2ccccc12'],1,2,0,0,0,0,0,0,0,0
946,['Cl.NCC1Cc2ccccc2O1'],1,1,1,0,0,0,0,0,0,0
947,['CCS(=O)(=O)Cc1ccccc1'],1,2,0,1,0,0,0,0,0,0
948,['c1ccc2[nH]ncc2c1'],1,0,0,0,0,0,0,0,0,0
949,['CCOC(=O)c1[nH]c(C)cc1C'],1,2,0,0,0,0,0,0,0,0
950,['Clc1ccc(cc1)N2C(=O)CSCC2=O'],1,2,1,1,0,0,0,0,0,0
951,['CC1(C)N(O)C(NC1=S)c2ccccc2'],1,1,0,1,0,0,0,0,0,0
952,['Cc1cccc(C)c1\\N=C\\2/NC(C)(CO)CS2'],1,1,0,1,0,0,0,0,0,0
953,['OC(=O)c1ccc[nH]1'],1,2,0,0,0,0,0,0,1,0
954,['Cc1ccc2OC(=O)C=C(O)c2c1'],1,3,0,0,0,0,0,0,0,0
955,['Cc1ccc(cc1)C2N[C@@H](C(=O)O)C(C)(C)S2'],1,2,0,1,0,0,0,0,0,0
956,['Clc1cc(Cl)cc(c1)N2C(=O)CCC2=O'],1,2,2,0,0,0,0,0,0,0
957,['CC1(C)N(O)C(NC1=S)c2ccccc2'],1,1,0,1,0,0,0,0,0,0
958,['CCC(=O)Nc1ccc(cc1)S(=O)(=O)N'],1,3,0,1,0,0,0,0,0,0
959,['c1ccc(cc1)OCC(=O)N2CCNC(=O)C2'],1,3,0,0,0,0,0,0,0,0
960,['Cc1cc(no1)C(=O)NCc2cccs2'],1,2,0,1,0,0,0,0,0,0
961,['COc1ccc(cc1)CNC(=O)c2csnn2'],1,2,0,1,0,0,0,0,0,0
962,['CNCc1ccc(OC2CCOCC2)cc1'],1,2,0,0,0,0,0,0,0,0
963,['NC(=O)c1ccc(SC(F)(F)F)cc1'],1,1,0,1,0,0,0,1,0,1
964,['Cc1cc(cc(C)n1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
965,['OC(=O)c1ccc(s1)c2ccccc2'],1,2,0,1,0,0,0,1,0,1
966,['CC(=O)NCc1c(Cl)cccc1Cl'],1,1,2,0,0,0,0,0,0,0
967,['O=C(c1ccccc1)c2ccncc2'],1,1,0,0,0,0,0,0,0,0
968,['OC(=O)c1c2CCCCc2nc3ccccc13'],1,2,0,0,0,0,0,0,0,0
969,['FC(F)(F)C(=O)CC(=O)c1occc1'],1,3,0,0,0,0,0,0,0,0
970,['O=C1CCOC1'],1,2,0,0,0,0,0,0,0,0
971,['O=C1Cc2ccccc2N1'],1,1,0,0,0,0,0,0,0,0
972,['OCCc1ccc(cc1)C#N'],1,1,0,0,0,0,0,1,0,0
973,['NC(=S)c1ccc(F)cc1'],1,0,0,1,0,0,0,0,0,0
974,['OCc1ccc2[nH]cnc2c1'],1,1,0,0,0,0,0,0,0,0
975,['C1COc2cccnc2N1'],1,1,0,0,0,0,0,0,0,0
976,['Cc1nc(C)c(s1)C(=O)O'],1,2,0,1,0,0,0,0,0,0
977,['Cl.NCc1ccc2ccccc2n1'],1,0,1,0,0,0,0,0,0,0
978,['Cc1nc2ccccc2[nH]1'],1,0,0,0,0,0,0,0,0,0
979,['Cc1ccc(cc1)N2N=CC(=C(Cl)C2=O)Cl'],1,1,2,0,0,0,0,0,0,0
980,['Cl.CC(N)C12CC3CC(CC(C3)C1)C2'],1,0,1,0,0,0,0,0,0,0
981,['CCOc1cc2CCN=C(C)c2cc1OCC'],1,2,0,0,0,0,0,0,0,0
982,['Cc1cccc(CO)n1'],1,1,0,0,0,0,0,0,0,0
983,['Cc1cc([nH]n1)C(F)(F)F'],1,0,0,0,0,0,0,0,0,0
984,['Cl.CCOC(=O)[C@@H]1CCC[C@@H]1N'],1,2,1,0,0,0,0,0,0,0
985,['OCc1cccc(Cl)c1'],1,1,1,0,0,0,0,0,0,0
986,['Cc1c(oc2ccccc12)C(=O)O'],1,3,0,0,0,0,0,0,1,0
987,['Cc1ccc(cc1N)C(=O)N'],1,1,0,0,0,0,0,0,0,0
988,['Cc1nc(cs1)c2cccc(c2)C(=O)O'],1,2,0,1,0,0,0,0,0,0
989,['CN(C)CCCNc1cccc(F)c1C#N'],1,0,0,0,0,0,0,0,0,0
990,['Clc1ccc(C(=O)Nc2cccnc2)c(Cl)c1'],1,1,2,0,0,0,0,0,0,0
991,['Cc1c[nH]cn1'],1,0,0,0,0,0,0,0,0,0
992,['NCc1ccccc1c2occc2'],1,1,0,0,0,0,0,0,0,0
993,['Fc1cccc(NCCc2ccccn2)c1C#N'],1,0,0,0,0,0,0,0,0,0
994,['CC(=O)Nc1nc(C)cs1'],1,1,0,1,0,0,0,0,0,0
995,['CNc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
996,['CC(=O)Oc1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
997,['OC(=O)c1ccc(cc1)c2ccncc2'],1,2,0,0,0,0,0,0,0,0
998,['CC(C)(CN)CN1CCCCCC1'],1,0,0,0,0,0,0,0,0,0
999,['CN(C)Cc1c[nH]c2ccccc12'],1,0,0,0,0,0,0,0,0,0
1000,['O=C(CC#N)N1CCSCC1'],1,1,0,1,0,0,0,0,0,0
1001,['CC(=O)c1ccc(cc1)C#N'],1,1,0,0,0,0,0,0,0,0
1002,['Nc1sccc1C#N'],1,0,0,1,0,0,0,0,0,0
1003,['COc1ccc(cc1)C2Nc3ccccc3O2'],1,2,0,0,0,0,0,0,0,0
1004,['CCCc1ccc(O)c(C(=O)C)c1O'],1,3,0,0,0,0,0,0,0,0
1005,['CC(=O)O[C@@H]1C[C@H](O)C=C1'],1,3,0,0,0,0,0,0,0,0
1006,['NC(=O)C1CC2CC1C=C2'],1,1,0,0,0,0,0,0,0,0
1007,['CC1CCCC(C)N1C(=S)NCc2occc2'],1,1,0,1,0,0,0,0,0,0
1008,['Oc1ccccc1C(=C)n2ccnc2'],1,1,0,0,0,0,0,0,0,0
1009,['OCCCCn1cnc2cc(Cl)c(Cl)cc12'],1,1,2,0,0,0,0,1,0,1
1010,['CCC(CC)(Nc1ccsc1C(=O)O)C#C'],1,2,0,1,0,0,0,0,0,0
1011,['COc1ccc(cc1)C2=NCCc3sccc23'],1,1,0,1,0,0,0,1,0,1
1012,['CCOC(=O)c1c(N)scc1c2cccs2'],1,2,0,2,0,0,0,0,0,0
1013,['OC(CN1CCOCC1)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1014,['Cc1ccc2NC(=O)C(=O)c2c1'],1,2,0,0,0,0,0,0,0,0
1015,['CS(=O)(=O)c1ccc(cc1)C#N'],1,2,0,1,0,0,0,0,0,0
1016,['Cc1cccc(O)c1N'],1,1,0,0,0,0,0,0,0,0
1017,['Cl.COc1ccc(cc1)C(=O)C2CCNCC2'],1,2,1,0,0,0,0,0,0,0
1018,['Cc1cccnc1N2CCCNCC2'],1,0,0,0,0,0,0,0,0,0
1019,['Cc1csc2c(Cl)ncnc12'],1,0,1,1,0,0,0,0,0,0
1020,['CN(C(=S)N)c1ccccc1'],1,0,0,1,0,0,0,0,0,0
1021,['Br.Br.Oc1ccc(cc1)N2CCNCC2'],1,1,0,0,0,0,0,0,0,0
1022,['Nc1snnc1c2ccc(cc2)C(F)(F)F'],1,0,0,1,0,0,0,0,0,0
1023,['Cn1nc(CO)cc1c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1024,['OCCN1CCCNCC1'],1,1,0,0,0,0,0,0,0,0
1025,['Oc1nc(cc(c1C#N)C(F)(F)F)c2cccs2'],1,1,0,1,0,0,0,0,0,0
1026,['CC(=O)c1ccc2OCCc2c1'],1,2,0,0,0,0,0,0,0,0
1027,['COc1ccsc1CN'],1,1,0,1,0,0,0,0,0,0
1028,['Cl.OCc1ncc[nH]1'],1,1,1,0,0,0,0,0,0,0
1029,['OC(=O)CCC(=O)c1ccc(F)cc1'],1,3,0,0,0,0,0,0,0,0
1030,['Cc1cc(N)n(n1)c2ccccc2'],1,0,0,0,0,0,0,0,0,0
1031,['CCc1cccc2cc[nH]c12'],1,0,0,0,0,0,0,0,0,0
1032,['CC(C)c1nc(C)cc(O)n1'],1,1,0,0,0,0,0,0,0,0
1033,['CC1CC(=O)Nc2cc(C)c(C)cc2N1'],1,1,0,0,0,0,0,0,0,0
1034,['COC(=O)c1cc2cc(N)ccc2s1'],1,2,0,1,0,0,0,0,0,0
1035,['C1c2ccccc2c3ncccc13'],1,0,0,0,0,0,0,0,0,0
1036,['Cl.C1CN2C[C@@H](N=C2S1)c3ccccc3'],1,0,1,1,0,0,0,0,0,0
1037,['OC(C(=O)O)c1ccccc1'],1,3,0,0,0,0,0,0,0,0
1038,['CC1=NNC(=O)C1'],1,1,0,0,0,0,0,0,0,0
1039,['CC(C)NC(=O)N1CCc2sccc2C1C'],1,1,0,1,0,0,0,0,0,0
1040,['NC[C@@H]1CC[C@H](CC1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
1041,['NCc1cccc(Cn2cccn2)c1'],1,0,0,0,0,0,0,0,0,0
1042,['CC1=NN(Cc2ccc(Cl)cc2)C(=O)C=C1'],1,1,1,0,0,0,0,0,0,0
1043,['CNC(=S)NC1CCCCC1'],1,0,0,1,0,0,0,1,0,1
1044,['Cl.Cl.CN1CCC(=N1)c2cccs2'],1,0,2,1,0,0,0,0,0,0
1045,['CSc1cc(n[nH]1)c2ccc(F)cc2'],1,0,0,1,0,0,0,0,0,0
1046,['Cc1cccc(C)c1NC(=S)NCc2cccnc2'],1,0,0,1,0,0,0,0,0,0
1047,['Cc1ccc(cc1)C(=O)CCC(=O)O'],1,3,0,0,0,0,0,0,0,0
1048,['Oc1ccc(Cc2ccccc2O)cc1'],1,2,0,0,0,0,0,0,0,0
1049,"['CCNCC(=O)Nc1c(C)cccc1C', 'COC(=O)Cc1nc(sc1C)c2ccccc2']",2,3,0,1,0,0,0,0,0,0
1050,"['CN(C)CCCOc1ccccc1CO', 'C(c1ccncc1)n2cccc2']",2,2,0,0,0,0,0,0,0,0
1051,"['OC(C(=O)O)c1cc(F)cc(F)c1', 'Cc1ccc(C#N)c(N)c1']",2,3,0,0,0,0,0,0,0,0
1052,"['CC(C)Nc1ncnc2c(C)csc12', 'Clc1ccc2nc(sc2c1)N3CCCNCC3']",2,0,1,2,0,0,0,0,0,0
1053,"['O=S1(=O)CCOCC1', 'CC(=O)CSc1ccc(cn1)C(F)(F)F']",2,4,0,2,0,0,0,0,0,0
1054,"['CC1=NNC(=O)C=C1', 'CCOC(=O)CCSc1ccc(F)cc1']",2,3,0,1,0,0,0,0,0,0
1055,"['Cc1cccc(C)c1NC(=S)NCCO', 'Cc1occc1CN']",2,2,0,1,0,0,0,0,0,0
1056,"['CC12CCC(O)(CC1)CC2=O', 'CCCCCSc1nnc[nH]1']",2,2,0,1,0,0,0,0,0,0
1057,"['CCCc1ccc(NC(=O)C)cc1O', 'OC(=O)c1cccc(c1)n2cccc2']",2,4,0,0,0,0,0,0,0,0
1058,"['C[C@H]1NC(=O)O[C@H]1c2ccccc2', 'Cc1csc2ncnc(Cl)c12']",2,2,1,1,0,0,0,0,0,0
1059,"['Cl.C(SC1=NCCN1)c2ccccc2', 'C[C@H](N1CCCC1)C(=O)Nc2c(C)cccc2C']",2,1,1,1,0,0,0,0,0,0
1060,"['CC(=O)c1ccccc1Sc2ccccc2C(=O)O', 'Cl.Cc1ccc(CN)s1']",2,3,1,2,0,0,0,0,1,0
1061,['Nc1ccc2oc3CCCCc3c2c1'],1,1,0,0,0,0,0,0,0,0
1062,['CC1(CC2CC1C=C2)C(=O)O'],1,2,0,0,0,0,0,0,0,0
1063,['Cl.NCC1CCSCC1'],1,0,1,1,0,0,0,0,0,0
1064,['N[C@H]([C@H](O)c1ccccc1)c2ccccc2'],1,1,0,0,0,0,0,0,0,0
1065,['Cc1noc(c1CO)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1066,['Cn1nc(c(c1N)c2ccccc2)C(F)(F)F'],1,0,0,0,0,0,0,0,0,0
1067,['Oc1ncc(cc1F)C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
1068,['Cn1c(cc2sccc12)C(=O)O'],1,2,0,1,0,0,0,0,0,0
1069,['Fc1cc(Cl)ccc1CC#N'],1,0,1,0,0,0,0,0,0,0
1070,['CN1CCN(Cc2ccccc2N)CC1'],1,0,0,0,0,0,0,0,0,0
1071,['Cc1onc(c1CO)c2c(Cl)cccc2Cl'],1,2,2,0,0,0,0,0,0,0
1072,['Cn1nc(cc1N)c2ccc(Cl)cc2'],1,0,1,0,0,0,0,0,0,0
1073,['NCc1cnc(Nc2ccccc2)nc1'],1,0,0,0,0,0,0,0,0,0
1074,['COc1cccc(CCO)c1'],1,2,0,0,0,0,0,0,0,0
1075,['Nc1cccc2cccc(N)c12'],1,0,0,0,0,0,0,0,0,0
1076,['Clc1ccc(cc1)C(C#N)N2CCOCC2'],1,1,1,0,0,0,0,0,0,0
1077,['OCC1CCN(CC1)C(=O)c2ccccc2'],1,2,0,0,0,0,0,0,0,0
1078,['CC(=O)Nc1ccc(cc1N)C(F)(F)F'],1,1,0,0,0,0,0,0,0,0
1079,['CNCc1ccc(cc1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
1080,['OC(=O)c1c[nH]cn1'],1,2,0,0,0,0,0,0,0,0
1081,['Nc1cccc(c1)c2cccs2'],1,0,0,1,0,0,0,0,0,0
1082,['CC(=O)N1CCNCC1'],1,1,0,0,0,0,0,0,0,0
1083,['COC(=O)c1cccc(N)c1'],1,2,0,0,0,0,0,0,0,0
1084,['Cl.OC(=O)CCCN1CCC(=CC1)c2ccccc2'],1,2,1,0,0,0,0,0,0,0
1085,['NC(=O)Oc1ccccc1'],1,2,0,0,0,0,0,0,0,0
1086,['COc1cccc2cc(oc12)C(=O)C'],1,3,0,0,0,0,0,0,0,0
1087,['CN(CCO)c1ccccn1'],1,1,0,0,0,0,0,0,0,0
1088,['Nc1nc2ccccc2s1'],1,0,0,1,0,0,0,0,0,0
1089,['Cc1onc(C)c1N'],1,1,0,0,0,0,0,0,0,0
1090,['C(N1CCC(CC1)n2cccc2)c3ccccc3'],1,0,0,0,0,0,0,0,0,0
1091,['O=C(NCCc1ccncc1)c2cccs2'],1,1,0,1,0,0,0,0,0,0
1092,['OCCNc1ccccc1'],1,1,0,0,0,0,0,0,0,0
1093,['N#CC1CC2CC1N(Cc3ccccc3)C2'],1,0,0,0,0,0,0,0,0,0
1094,['NCc1ccccc1'],1,0,0,0,0,0,0,0,0,0
1095,['Cl.CC1CCN(CC1)C(=O)C2CCNCC2'],1,1,1,0,0,0,0,0,0,0
1096,['CC(=O)CCS(=O)(=O)c1ccc(C)cc1'],1,3,0,1,0,0,0,0,0,0
1097,['Cc1ccc2[nH]c(cc2c1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
1098,['NC(=O)C1CCNCC1'],1,1,0,0,0,0,0,0,0,0
1099,['NC(=S)COc1cccc(Cl)c1'],1,1,1,1,0,0,0,0,0,0
1100,['c1cncc(c1)c2csc(n2)c3cccnc3'],1,0,0,1,0,0,0,0,0,0
1101,['CC1(C)CC(N)CC(C)(C)N1'],1,0,0,0,0,0,0,0,0,0
1102,[],0,0,0,0,0,0,0,0,0,0
1103,['Cc1c(oc2ccccc12)C(=O)O'],1,3,0,0,0,0,0,1,0,0
1104,['Cc1ccc(cc1N)C(=O)N'],1,1,0,0,0,0,0,0,0,0
1105,['Cc1nc(cs1)c2cccc(c2)C(=O)O'],1,2,0,1,0,0,0,0,0,0
1106,['CN(C)CCCNc1cccc(F)c1C#N'],1,0,0,0,0,0,0,0,0,0
1107,['Clc1ccc(C(=O)Nc2cccnc2)c(Cl)c1'],1,1,2,0,0,0,0,0,0,0
1108,['Cc1c[nH]cn1'],1,0,0,0,0,0,0,0,0,0
1109,['NCc1ccccc1c2occc2'],1,1,0,0,0,0,0,0,0,0
1110,['Fc1cccc(NCCc2ccccn2)c1C#N'],1,0,0,0,0,0,0,0,0,0
1111,['CC(=O)Nc1nc(C)cs1'],1,1,0,1,0,0,0,0,0,0
1112,['CNc1ccc(cc1)C(=O)O'],1,2,0,0,0,0,0,0,0,0
1113,['CC(=O)Oc1c[nH]c2ccccc12'],1,2,0,0,0,0,0,0,0,0
1114,['OC(=O)c1ccc(cc1)c2ccncc2'],1,2,0,0,0,0,0,0,0,0
1115,['CC(C)(CN)CN1CCCCCC1'],1,0,0,0,0,0,0,0,0,0
1116,['CN(C)Cc1c[nH]c2ccccc12'],1,0,0,0,0,0,0,0,0,0
1117,['O=C(CC#N)N1CCSCC1'],1,1,0,1,0,0,0,0,0,0
1118,"['CCCN1CSC(=S)N(CCC)C1', 'CCCCc1ccc(nc1)C(=O)O']",2,2,0,2,0,0,0,0,0,0
1119,"['CN1c2ccc(C)cc2C(C)(C)C13CCCC(=O)N3', 'Nc1ccc(c(c1)C#N)n2cccc2']",2,1,0,0,0,0,0,0,0,0
1120,"['Fc1cccc(NC(=S)N2CCOCC2)c1', 'COC(=O)c1cscc1N']",2,3,0,2,0,0,0,0,0,0
1121,"['OC(=O)c1oc(cc1)C#Cc2ccccc2', 'OC(=O)CSCCOc1ccccc1']",2,6,0,1,0,0,0,0,0,0
1122,"['Cn1ccc2cc(CO)ccc12', 'OCc1ccc(nc1)N2CCCCC2']",2,2,0,0,0,0,0,0,0,0
1123,"['Cl.NC1Cc2ccccc2C1', 'Cc1oc(nc1CCO)c2ccccc2']",2,2,1,0,0,0,0,0,0,0
1124,"['COc1ccc2[nH]cnc2c1', 'OC(=O)c1ccnc2ccccc12']",2,3,0,0,0,0,0,0,0,0
1125,['CC1=CC(=C(C#N)C(=O)N1)C(F)(F)F'],1,1,0,0,0,0,0,1,0,0
1126,"['OC(=O)c1cn2ccccc2n1', 'Cl.CC(C)(NO)C(=O)c1ccccc1']",2,4,1,0,0,0,0,0,0,0
1127,"['Clc1ccccc1NC(=S)NCc2occc2', 'Cc1ccccc1NC(=S)N']",2,1,1,2,0,0,0,0,0,0
1128,"['OCCCCCOc1ccc(Cl)cc1', 'CC1(CO)COC1']",2,4,1,0,0,0,0,0,0,0
1129,['OCC1COc2ccccc2O1'],1,3,0,0,0,0,0,0,0,0
1130,['OC(=O)[C@H]1NCC[C@@H]1c2ccccc2'],1,2,0,0,0,0,0,0,0,0
